sa_2022_code,d_nursing_km,d_homecare_km,d_fci_km,d_nearest_km,support_nearby,nearest_type,nearest_loc,pr_distance,isolation,vulnerability,service_desert
017010011,1.71,2.99,31.51,2.99,1,homecare,town,34.13,25.65,51.29,17.51
017010012/01,1.41,2.66,31.82,2.66,1,homecare,town,31.71,36.42,54.64,17.33
017010012/02,1.75,3.0,32.14,3.0,1,homecare,town,34.21,53.53,43.09,14.74
017010013,1.66,2.96,31.92,2.96,1,homecare,town,33.95,36.65,62.95,21.37
017010014,2.11,3.4,32.4,3.4,1,homecare,town,36.55,35.77,34.0,12.43
017010015,3.78,4.87,31.61,4.87,1,homecare,town,43.03,58.63,60.12,25.87
017010016,0.58,1.86,31.01,1.86,1,homecare,town,23.14,45.62,74.1,17.15
017010017,2.06,3.37,32.27,3.37,1,homecare,town,36.36,53.79,62.92,22.88
017010018,1.94,3.25,32.07,3.25,1,homecare,town,35.76,44.79,43.48,15.55
017010019,1.49,2.8,31.57,2.8,1,homecare,town,32.85,20.39,48.09,15.8
017010020,1.35,2.65,31.44,2.65,1,homecare,town,31.65,36.47,31.69,10.03
017010021,1.36,2.63,31.21,2.63,1,homecare,town,31.48,37.35,36.49,11.49
017010022,1.78,3.09,31.75,3.09,1,homecare,town,34.77,41.84,51.42,17.88
017010023,1.77,3.08,31.84,3.08,1,homecare,town,34.71,46.59,67.17,23.31
017010024,1.87,2.02,29.03,2.02,1,homecare,town,25.26,30.12,68.8,17.38
017010025,2.33,2.37,28.67,2.37,1,homecare,town,29.19,31.62,32.7,9.55
017010026,1.09,1.85,29.98,1.85,1,homecare,town,23.07,51.44,32.47,7.49
017010027,1.29,1.96,29.83,1.96,1,homecare,town,24.43,48.14,46.06,11.25
017010028,1.45,2.01,29.68,2.01,1,homecare,town,25.17,49.25,45.99,11.58
017010029/017010046,2.02,3.17,31.07,3.17,1,homecare,town,35.27,29.61,41.89,14.77
017010030,2.97,3.98,30.89,3.98,1,homecare,town,39.4,22.69,37.47,14.76
017010031,1.43,1.74,29.4,1.74,1,homecare,town,21.66,21.77,35.34,7.65
017010032,1.29,1.59,29.44,1.59,1,homecare,town,19.4,42.31,48.82,9.47
017010033,1.53,2.65,30.77,2.65,1,homecare,town,31.66,41.05,54.32,17.2
017010034/01,1.71,2.92,31.17,2.92,1,homecare,town,33.68,28.34,31.17,10.5
017010034/02,1.56,2.8,31.19,2.8,1,homecare,town,32.84,25.31,25.9,8.51
017010035,0.68,1.99,30.91,1.99,1,homecare,town,24.81,47.96,68.99,17.12
017010036,1.08,2.39,31.34,2.39,1,homecare,town,29.29,44.91,54.47,15.95
017010037,1.19,2.39,30.87,2.39,1,homecare,town,29.34,54.45,56.63,16.62
017010038,2.38,3.61,31.64,3.61,1,homecare,town,37.57,46.8,62.78,23.59
017010039,2.7,4.0,32.32,4.0,1,homecare,town,39.44,20.47,66.16,26.09
017010040,1.43,2.34,30.23,2.34,1,homecare,town,28.85,48.95,69.81,20.14
017010041,1.61,2.41,30.03,2.41,1,homecare,town,29.42,53.87,52.63,15.48
017010042,1.78,2.74,30.4,2.74,1,homecare,town,32.37,52.72,45.12,14.61
017010043,1.38,2.42,30.5,2.42,1,homecare,town,29.63,58.22,69.45,20.58
017010044,1.15,2.13,30.33,2.13,1,homecare,town,26.54,39.75,74.54,19.78
017010045,1.02,2.12,30.52,2.12,1,homecare,town,26.35,47.34,54.09,14.25
017010046,2.26,3.27,30.67,3.27,1,homecare,town,35.82,32.16,48.36,17.32
017010047,2.06,2.99,30.4,2.99,1,homecare,town,34.13,51.15,49.12,16.76
017010048,2.3,3.16,30.24,3.16,1,homecare,town,35.19,54.87,37.42,13.17
017010049/017010048,2.15,2.96,30.09,2.96,1,homecare,town,33.96,55.52,44.97,15.27
017011001,0.84,0.76,29.61,0.76,1,homecare,town,6.25,50.39,62.83,3.93
017011002,0.39,0.93,30.19,0.93,1,homecare,town,8.8,50.47,72.59,6.39
017011003,0.54,0.84,29.92,0.84,1,homecare,town,7.36,46.2,46.13,3.4
017011004,0.78,0.69,29.68,0.69,1,homecare,town,5.32,50.83,66.8,3.55
017011005,0.64,0.87,29.8,0.87,1,homecare,town,7.8,51.6,57.42,4.48
017011006,0.92,0.88,29.53,0.88,1,homecare,town,7.96,47.93,57.2,4.55
017011007,1.27,1.3,29.28,1.3,1,homecare,town,14.72,42.51,50.51,7.44
017011008,1.21,1.07,29.27,1.07,1,homecare,town,10.78,43.23,73.91,7.97
017011009,0.36,1.27,30.58,1.27,1,homecare,town,14.3,42.2,71.75,10.26
017011010,0.48,1.06,29.97,1.06,1,homecare,town,10.67,53.18,51.31,5.47
017011011,0.48,1.26,30.06,1.26,1,homecare,town,14.05,53.88,51.89,7.29
017011012,0.14,1.42,30.47,1.42,1,homecare,town,16.66,49.62,59.85,9.97
017011013,0.56,1.59,30.28,1.59,1,homecare,town,19.28,57.95,51.97,10.02
017011014,0.76,1.54,30.02,1.54,1,homecare,town,18.64,56.38,47.29,8.81
017011015,0.81,1.9,30.42,1.9,1,homecare,town,23.62,58.52,52.05,12.29
017011016,0.88,1.89,30.3,1.89,1,homecare,town,23.49,42.84,55.58,13.06
017011017,0.95,1.8,30.1,1.8,1,homecare,town,22.36,56.49,79.73,17.83
017011018,0.8,1.75,30.22,1.75,1,homecare,town,21.75,56.9,64.7,14.07
017011019,1.02,1.2,29.51,1.2,1,homecare,town,12.99,45.82,64.17,8.34
017011020,0.98,1.4,29.67,1.4,1,homecare,town,16.43,49.84,52.3,8.59
017011021,0.81,1.12,29.7,1.12,1,homecare,town,11.88,54.93,40.62,4.83
017011022,0.67,1.87,30.59,1.87,1,homecare,town,23.36,54.65,74.2,17.33
017011023,0.58,1.8,30.59,1.8,1,homecare,town,22.34,52.29,72.14,16.12
017011024,0.75,1.91,30.54,1.91,1,homecare,town,23.8,57.49,66.74,15.88
017012001,4.97,5.4,24.06,5.4,2,homecare,town,45.24,36.88,39.02,17.65
017012004/01,5.53,6.96,22.79,6.96,3,homecare,town,50.45,37.34,52.74,26.61
017012004/02,5.28,6.64,23.46,6.64,3,homecare,town,49.5,31.41,34.77,17.21
017012004/02/017012002/017012003,5.49,6.59,23.35,6.59,3,homecare,town,49.3,30.57,24.58,12.12
017013001,6.96,24.5,38.69,24.5,1,homecare,town,87.09,50.5,52.17,45.43
017013002,6.57,24.62,38.39,24.62,1,homecare,town,87.27,64.1,69.22,60.41
017013003,10.18,24.05,41.11,24.05,1,homecare,town,86.47,50.87,45.2,39.08
017013004,7.94,25.63,41.01,25.63,0,homecare,town,88.44,66.61,66.69,58.98
017014001,9.62,21.1,47.9,21.1,6,homecare,county,82.4,61.84,65.57,54.03
017014002,12.0,18.42,50.44,18.42,5,homecare,county,77.85,50.28,54.02,42.05
017015001,10.99,18.98,30.78,18.98,1,homecare,county,78.89,57.89,66.41,52.39
017016001,6.1,20.29,22.91,20.29,4,homecare,town,81.2,54.69,58.52,47.52
017016002,7.32,19.84,25.23,19.84,2,homecare,town,80.36,42.85,56.28,45.23
017017001,4.25,22.47,35.88,22.47,1,homecare,county,84.13,46.41,52.73,44.36
017017002,3.71,22.45,38.37,22.45,1,homecare,county,84.09,68.75,39.05,32.84
017017003,7.6,22.78,36.23,22.78,1,homecare,town,84.5,44.06,57.92,48.94
017017004,3.62,22.21,38.05,22.21,1,homecare,county,83.81,65.64,57.16,47.91
017018002/017018001,8.39,14.62,28.04,14.62,1,homecare,town,68.89,55.99,48.67,33.53
017018003,8.49,15.4,28.12,15.4,1,homecare,town,70.83,41.27,42.09,29.81
017019001,10.39,22.32,29.24,22.32,1,homecare,town,83.94,50.16,57.88,48.58
017019002,9.07,18.68,28.06,18.68,1,homecare,town,78.34,39.92,45.61,35.73
017020001,9.8,19.21,29.93,19.21,2,homecare,county,79.3,46.13,52.06,41.28
017021001,2.84,10.33,35.53,10.33,1,homecare,town,58.37,41.47,34.33,20.04
017021002,0.75,11.2,37.68,11.2,1,homecare,town,60.26,51.54,59.28,35.72
017022001,8.7,17.25,50.64,17.25,6,homecare,county,75.27,40.98,74.98,56.44
017022002,11.21,14.49,53.79,14.49,5,homecare,county,68.62,39.88,62.08,42.6
017022003,10.5,15.89,52.31,15.89,5,homecare,county,71.98,71.67,67.38,48.5
017022004,10.24,15.73,52.39,15.73,5,homecare,county,71.63,73.09,53.01,37.97
017023001,8.86,20.37,47.55,20.37,6,homecare,county,81.3,57.91,48.11,39.11
017024001,4.42,6.5,33.66,6.5,1,homecare,town,48.98,26.03,45.34,22.21
017024002,4.06,5.22,32.13,5.22,1,homecare,town,44.59,48.92,53.05,23.65
017025001,4.93,5.43,29.0,5.43,1,homecare,town,45.33,52.22,62.01,28.11
017025002,6.05,8.84,32.11,8.84,1,homecare,town,54.97,33.97,47.95,26.36
017025003,6.22,6.88,29.81,6.88,1,homecare,town,50.25,47.05,54.85,27.56
017026001,5.38,16.52,36.14,16.52,1,homecare,town,73.47,40.09,45.57,33.48
017026002,8.65,19.66,36.71,19.66,1,homecare,town,80.05,40.77,47.8,38.26
017027001,10.38,21.6,25.1,21.6,2,homecare,county,83.07,54.64,53.13,44.14
017027002,11.84,23.5,27.45,23.5,2,homecare,county,85.63,50.2,45.46,38.93
017028001,1.75,9.37,37.06,9.37,1,homecare,town,56.31,32.98,27.81,15.66
017029001,3.8,13.26,41.23,13.26,1,homecare,town,65.33,39.62,42.16,27.54
017030001,8.38,21.13,26.46,21.13,2,homecare,county,82.42,64.69,55.57,45.8
017031001,2.12,13.79,19.43,13.79,4,homecare,town,66.82,35.41,61.51,41.1
017031002,1.61,16.81,18.17,16.81,4,homecare,town,74.2,55.3,67.63,50.18
017031004,0.42,11.52,20.61,11.52,4,homecare,town,60.89,70.22,57.88,35.24
017031005/01/017031003,0.3,11.4,21.23,11.4,4,homecare,town,60.67,44.34,42.33,25.68
017031005/02,0.49,11.87,20.34,11.87,4,homecare,town,61.59,54.82,46.65,28.73
017031006,0.17,11.85,20.7,11.85,4,homecare,town,61.54,63.86,57.9,35.63
017032001,6.43,19.91,26.79,19.91,2,homecare,county,80.48,50.73,38.1,30.66
017033001,2.1,16.62,21.15,16.62,4,homecare,town,73.71,47.21,52.52,38.71
017033002,3.66,13.93,23.25,13.93,4,homecare,town,67.22,35.46,51.4,34.55
017034001,0.37,15.94,19.33,15.94,4,homecare,town,72.13,70.81,80.53,58.09
017034002,0.4,15.45,20.05,15.45,4,homecare,town,70.96,71.01,76.92,54.58
017034003,0.61,15.86,20.12,15.86,4,homecare,town,71.9,74.03,65.06,46.78
017034004,0.3,15.78,19.86,15.78,4,homecare,town,71.74,72.11,62.14,44.58
017034005,0.42,16.01,19.72,16.01,4,homecare,town,72.3,67.56,60.98,44.09
017034006,0.59,15.6,20.22,15.6,4,homecare,town,71.33,77.88,88.11,62.85
017034007,0.8,15.73,20.37,15.73,4,homecare,town,71.64,68.07,78.42,56.18
017034008,0.64,15.25,20.26,15.25,4,homecare,town,70.46,74.09,65.59,46.21
017034009,1.17,15.5,20.8,15.5,4,homecare,town,71.08,72.16,86.45,61.45
017034010,1.48,15.11,21.14,15.11,4,homecare,town,70.11,78.0,83.75,58.72
017034011,1.7,14.49,21.22,14.49,4,homecare,town,68.62,76.55,61.3,42.06
017035001,8.62,22.01,32.13,22.01,1,homecare,town,83.6,50.55,55.39,46.31
017035002/01,10.07,20.2,32.09,20.2,1,homecare,town,81.0,68.25,61.21,49.58
017035002/02,9.53,20.76,32.33,20.76,1,homecare,town,81.9,79.01,58.9,48.24
017036001,3.3,9.88,24.23,9.88,2,homecare,town,57.4,41.58,63.22,36.29
017036002,4.98,8.02,25.7,8.02,1,homecare,town,53.21,32.17,59.98,31.92
017036003,6.67,6.96,27.74,6.96,1,homecare,town,50.43,32.35,31.09,15.68
017037001,4.27,13.42,16.95,13.42,4,homecare,town,65.78,43.62,37.05,24.37
017037002,2.28,12.49,18.72,12.49,4,homecare,town,63.06,44.86,41.64,26.26
017038001,5.65,16.91,44.68,16.91,6,homecare,town,74.44,54.47,54.11,40.28
017038002,4.49,17.21,45.36,17.21,6,homecare,town,75.18,52.52,43.76,32.9
017038003,4.35,16.47,44.95,16.47,6,homecare,town,73.3,53.45,42.86,31.42
017039001,10.02,23.11,29.3,23.11,1,homecare,county,85.04,61.7,46.69,39.71
017040001/017040002,4.73,9.09,20.61,9.09,3,homecare,town,55.59,49.82,63.3,35.19
017041001/01,5.64,14.3,34.02,14.3,1,homecare,town,68.21,37.4,41.03,27.99
017041001/02,7.01,15.5,33.67,15.5,1,homecare,town,71.08,36.29,30.06,21.37
017041002,6.62,12.86,32.39,12.86,1,homecare,town,64.13,43.08,48.14,30.87
017041003,4.38,11.57,34.15,11.57,1,homecare,town,60.97,38.43,27.44,16.73
017042001,4.95,17.43,45.34,17.43,6,homecare,town,75.75,67.69,61.45,46.55
017042002/017042003,4.09,19.26,47.16,19.26,6,homecare,town,79.38,61.1,57.05,45.29
017042004,5.46,17.11,44.91,17.11,6,homecare,town,74.97,65.36,49.77,37.31
017043001,6.14,12.65,16.85,12.65,4,homecare,town,63.59,34.86,52.88,33.63
017044001,11.24,17.81,30.7,17.81,1,homecare,town,76.62,53.08,50.69,38.84
017044002,10.62,19.58,34.19,19.58,1,homecare,town,79.94,57.0,40.12,32.07
017045001,6.56,19.42,21.62,19.42,4,homecare,county,79.65,46.31,49.83,39.69
017045002,4.27,18.59,19.69,18.59,4,homecare,county,78.2,64.06,56.64,44.29
017046001,3.49,14.91,40.93,14.91,1,homecare,town,69.62,42.7,40.86,28.45
017047001,8.47,11.64,29.19,11.64,1,homecare,town,61.08,44.54,54.64,33.37
017047002,8.13,10.11,30.4,10.11,1,homecare,town,57.91,36.22,51.68,29.93
017048001,5.55,17.86,49.94,17.86,6,homecare,county,76.72,49.49,56.21,43.12
017049001,5.97,18.87,26.64,18.87,2,homecare,county,78.67,43.82,44.99,35.39
017049002,2.96,16.2,23.66,16.2,3,homecare,county,72.74,71.92,74.03,53.85
017049003,3.26,16.55,23.96,16.55,4,homecare,county,73.54,69.9,75.92,55.83
017050001,1.65,16.06,40.1,16.06,1,homecare,town,72.48,64.0,51.5,37.33
017050002,1.99,16.07,38.79,16.07,1,homecare,town,72.49,39.95,54.73,39.67
017050003,1.2,15.5,38.75,15.5,1,homecare,town,71.06,36.28,28.87,20.52
017050004,1.78,15.32,40.15,15.32,1,homecare,town,70.64,55.78,49.72,35.12
017051001,0.83,15.34,38.98,15.34,1,homecare,town,70.69,67.38,53.7,37.96
017051002,0.29,14.8,38.66,14.8,1,homecare,town,69.37,76.13,56.5,39.19
017051003,0.82,15.28,39.31,15.28,1,homecare,town,70.53,72.24,85.69,60.44
017051004,0.67,15.17,39.13,15.17,1,homecare,town,70.24,63.27,50.8,35.68
017051005,0.61,14.98,39.13,14.98,1,homecare,town,69.78,76.06,71.76,50.07
017051006,0.5,14.18,38.51,14.18,1,homecare,town,67.87,66.09,71.39,48.45
017051007,0.71,14.57,39.02,14.57,1,homecare,town,68.78,68.47,53.6,36.87
017051008,0.89,14.22,37.73,14.22,1,homecare,town,67.99,60.6,53.86,36.62
017051009,0.32,14.38,38.23,14.38,1,homecare,town,68.37,69.04,55.4,37.88
017051010,0.5,14.04,38.08,14.04,1,homecare,town,67.55,68.6,61.73,41.7
017051011,0.81,13.82,37.74,13.82,1,homecare,town,66.89,67.42,49.57,33.16
017051012,1.03,15.34,39.56,15.34,1,homecare,town,70.69,44.02,41.09,29.05
017051013,0.91,15.07,39.42,15.07,1,homecare,town,70.02,58.12,51.21,35.86
017051014,0.14,14.63,38.67,14.63,1,homecare,town,68.91,78.84,63.93,44.05
017052001,1.15,13.42,37.9,13.42,1,homecare,town,65.8,60.32,55.86,36.76
017052002,2.21,13.18,36.34,13.18,1,homecare,town,65.07,38.67,58.68,38.18
017053001,6.87,17.96,44.65,17.96,6,homecare,town,76.87,54.98,49.41,37.98
017054001,1.04,0.18,29.47,0.18,1,homecare,town,0.45,41.23,61.6,0.28
017054002,0.8,0.56,29.72,0.56,1,homecare,town,3.67,47.74,69.71,2.56
017054003,1.11,0.47,29.38,0.47,1,homecare,town,2.63,43.22,62.86,1.65
017054004/017054005,1.22,0.85,29.23,0.85,1,homecare,town,7.42,46.95,46.2,3.43
017054006,1.03,0.28,29.63,0.28,1,homecare,town,0.97,38.55,57.35,0.56
017054007,0.73,0.6,29.95,0.6,1,homecare,town,4.24,41.36,53.63,2.27
026701100,0.41,1.28,6.4,1.28,63,homecare,address,14.4,29.63,47.66,6.86
027001001,4.2,18.15,16.49,16.49,4,fci,address,73.36,46.38,59.24,43.46
027001002,4.45,17.67,15.66,15.66,4,fci,address,71.47,36.48,41.65,29.77
027001003,3.38,18.42,16.91,16.91,4,fci,address,74.44,70.62,53.15,39.56
027001004,4.83,15.58,13.61,13.61,4,fci,address,66.27,49.03,64.89,43.0
027002001,15.53,17.14,14.67,14.67,4,fci,address,69.06,50.42,66.75,46.1
027002002,16.41,17.62,15.36,15.36,4,fci,address,70.75,52.41,54.25,38.38
027002003,17.36,18.71,16.37,16.37,7,fci,address,73.12,68.85,47.26,34.56
027002004,14.42,15.61,13.36,13.36,4,fci,address,65.6,49.74,46.49,30.5
027002005,17.04,18.32,16.02,16.02,7,fci,address,72.34,72.89,67.97,49.17
027003001,14.33,14.85,16.85,14.85,5,homecare,town,69.51,38.97,50.55,35.14
027003002,14.39,16.58,18.72,16.58,6,homecare,town,73.62,65.42,48.71,35.86
027004001,1.14,11.05,24.95,11.05,11,homecare,address,59.93,52.55,56.4,33.8
027004002,3.08,12.15,24.0,12.15,11,homecare,town,62.21,43.98,57.84,35.98
027004003,1.17,12.63,25.45,12.63,10,homecare,address,63.5,42.33,63.16,40.11
027004004,2.55,9.36,24.65,9.36,11,homecare,address,56.28,52.89,76.68,43.16
027004005,3.02,9.98,27.13,9.98,9,homecare,town,57.6,32.15,56.79,32.71
027004006,1.78,11.19,27.04,11.19,9,homecare,town,60.24,64.47,46.48,28.0
027004007,2.54,10.83,27.99,10.83,9,homecare,town,59.54,52.49,54.29,32.32
027004008,1.69,11.26,26.74,11.26,9,homecare,town,60.4,56.53,64.17,38.76
027004009,1.7,11.28,26.5,11.28,9,homecare,town,60.45,43.55,41.16,24.88
027004010,1.06,10.95,26.4,10.95,10,homecare,address,59.77,57.06,54.77,32.74
027004011,1.7,10.45,26.63,10.45,10,homecare,address,58.62,53.88,50.13,29.39
027004012,0.48,11.68,26.41,11.68,10,homecare,address,61.22,67.25,64.42,39.44
027004013,0.38,11.86,26.36,11.86,10,homecare,address,61.55,73.84,52.82,32.51
027004014,0.71,11.85,26.68,11.85,10,homecare,address,61.53,76.9,51.32,31.58
027004015,0.93,11.48,26.74,11.48,10,homecare,address,60.83,68.95,61.53,37.43
027004016,1.22,11.76,27.09,11.76,10,homecare,town,61.35,63.11,49.4,30.31
027004017,1.2,11.31,26.89,11.31,10,homecare,address,60.52,71.0,48.52,29.36
027004018,1.61,11.36,27.32,11.36,10,homecare,address,60.61,55.45,65.18,39.51
027005001,12.6,12.49,11.23,11.23,3,fci,address,60.33,38.6,41.21,24.86
027005002,12.12,11.59,10.74,10.74,3,fci,address,59.35,38.43,38.64,22.93
027006001,2.29,15.42,22.39,15.42,4,homecare,town,70.87,60.62,60.24,42.69
027006002,1.1,16.59,19.01,16.59,4,homecare,town,73.63,51.39,53.92,39.7
027006003,0.24,15.91,20.16,15.91,4,homecare,town,72.06,79.54,54.55,39.31
027006004,0.38,16.5,20.14,16.5,4,homecare,town,73.43,73.57,69.2,50.81
027006005,1.13,17.16,20.28,17.16,4,homecare,town,75.06,70.14,48.56,36.45
027006006,0.41,16.38,19.7,16.38,4,homecare,town,73.14,72.12,60.31,44.11
027006007,0.87,16.6,19.25,16.6,4,homecare,town,73.65,59.41,42.41,31.23
027006008,0.58,16.05,19.62,16.05,4,homecare,town,72.42,68.16,43.73,31.67
027007001,3.15,6.61,6.6,6.6,2,fci,address,49.33,37.12,47.33,23.35
027007002,5.06,6.42,7.32,6.42,2,homecare,town,48.74,54.59,65.25,31.8
027007003,3.97,5.72,6.22,5.72,2,homecare,town,46.42,46.14,50.24,23.32
027007004,4.38,6.41,7.0,6.41,2,homecare,town,48.69,62.62,57.08,27.79
027008001,5.74,9.13,17.71,9.13,3,homecare,address,55.67,44.73,60.09,33.45
027008002,6.16,8.55,18.0,8.55,3,homecare,address,54.28,59.0,41.07,22.29
027008003,5.84,8.19,18.16,8.19,3,homecare,address,53.57,51.89,43.91,23.52
027008004,6.83,9.14,17.04,9.14,3,homecare,address,55.69,66.76,54.09,30.12
027008005,6.71,9.33,16.92,9.33,3,homecare,address,56.22,63.88,56.73,31.89
027008006,6.39,8.89,17.54,8.89,3,homecare,address,55.07,66.11,54.39,29.95
027008007/027008011,6.25,8.5,17.59,8.5,3,homecare,address,54.19,58.86,46.61,25.26
027008008/027008003,6.54,8.81,17.37,8.81,3,homecare,address,54.88,66.16,45.84,25.16
027008009,6.49,9.07,17.3,9.07,3,homecare,address,55.52,64.25,53.9,29.93
027008010,8.03,10.0,15.6,10.0,3,homecare,address,57.64,45.23,63.59,36.65
027008011,6.4,8.6,17.38,8.6,3,homecare,address,54.44,64.19,57.49,31.3
027008012,5.92,8.05,17.76,8.05,3,homecare,address,53.27,34.82,51.91,27.65
027009001,6.58,17.68,17.56,17.56,3,fci,address,76.02,62.97,48.96,37.22
027009002,5.14,15.71,15.99,15.71,3,homecare,town,71.59,50.95,59.79,42.8
027009003,4.01,16.42,19.02,16.42,3,homecare,address,73.23,40.51,62.45,45.73
027009004,2.3,13.36,17.98,13.36,3,homecare,address,65.61,33.55,46.0,30.18
027010001,7.94,8.23,23.71,8.23,3,homecare,town,53.65,44.08,62.73,33.65
027011001,6.98,10.08,25.39,10.08,2,homecare,town,57.83,49.55,63.56,36.76
027011002,5.65,10.69,23.63,10.69,3,homecare,town,59.21,49.55,57.64,34.13
027011003,6.12,12.45,25.75,12.45,2,homecare,town,62.99,56.64,68.92,43.41
027012002,8.28,7.71,6.95,6.95,3,fci,address,50.42,30.26,53.14,26.79
027012003,8.65,8.65,7.27,7.27,3,fci,address,51.41,70.05,61.72,31.73
027012004,7.85,7.76,6.47,6.47,3,fci,address,48.9,54.69,56.63,27.69
027012005,9.18,9.16,7.81,7.81,3,fci,address,52.72,38.34,37.15,19.59
027012006/027012001,8.41,8.45,7.04,7.04,3,fci,address,50.72,40.29,57.01,28.92
027013001,0.92,15.17,13.74,13.74,4,fci,address,66.67,60.78,60.5,40.34
027013002,0.57,15.06,13.69,13.69,4,fci,address,66.52,74.14,62.04,41.27
027013003,0.42,14.83,13.59,13.59,4,fci,address,66.22,59.13,65.53,43.39
027013004,0.67,14.35,13.15,13.15,4,fci,address,64.91,67.63,71.91,46.68
027013005,0.16,14.85,13.55,13.55,4,fci,address,66.12,70.36,80.38,53.15
027013006,0.26,14.65,13.3,13.3,4,fci,address,65.41,79.68,79.71,52.14
027013007,0.63,14.15,12.9,12.9,4,fci,address,64.22,75.94,70.11,45.02
027013008,0.39,14.34,13.06,13.06,4,fci,address,64.68,72.0,59.84,38.7
027013009,0.17,14.57,13.28,13.28,4,fci,address,65.39,74.28,79.63,52.07
027014001,9.66,8.77,34.19,8.77,2,homecare,town,54.8,46.58,65.64,35.97
027015001,5.92,14.0,17.11,14.0,4,homecare,town,67.46,42.48,46.15,31.13
027016001,13.99,14.84,12.8,12.8,4,fci,address,63.94,54.06,65.23,41.71
027017001,2.69,7.2,6.24,6.24,2,fci,address,48.27,53.47,51.85,25.03
027017002,1.82,7.73,7.03,7.03,2,fci,address,50.69,50.77,45.12,22.87
027018001,9.4,15.47,18.08,15.47,11,homecare,town,71.02,55.52,57.08,40.54
027018002,6.88,14.48,19.95,14.48,11,homecare,address,68.6,44.66,55.88,38.33
027019001,5.12,16.37,15.73,15.73,4,fci,address,71.63,43.31,61.47,44.03
027020001,4.89,7.02,26.0,7.02,10,homecare,address,50.68,31.11,48.61,24.64
027020002,4.99,9.25,28.96,9.25,9,homecare,address,55.99,47.03,53.15,29.76
027021001,5.36,9.07,7.1,7.1,4,fci,address,50.91,30.1,42.96,21.87
027021002,3.59,10.69,9.21,9.21,4,fci,address,55.85,51.3,64.45,36.0
027022001,4.87,7.13,24.03,7.13,3,homecare,address,51.0,34.61,43.34,22.1
027022002,4.13,8.59,20.19,8.59,3,homecare,address,54.4,35.78,63.91,34.77
027022003,3.97,6.56,22.24,6.56,3,homecare,address,49.14,28.46,47.2,23.19
027022004,2.22,4.84,21.97,4.84,8,homecare,address,42.88,22.19,48.75,20.9
027023001,2.49,11.94,11.3,11.3,2,fci,address,60.49,42.99,67.87,41.05
027024001,0.71,2.06,2.51,2.06,2,homecare,town,25.69,33.02,39.7,10.2
027024002,0.19,2.4,2.15,2.15,2,fci,address,26.67,30.14,25.99,6.93
027024003,2.06,3.83,1.22,1.22,2,fci,address,13.38,13.57,23.97,3.21
027024004,3.3,5.82,4.26,4.26,2,fci,address,40.64,39.07,53.06,21.56
027024005,1.05,3.57,2.53,2.53,2,fci,address,30.61,32.73,33.17,10.15
027024006,0.92,3.49,2.66,2.66,2,fci,address,31.7,50.16,40.41,12.81
027024007,1.38,3.96,2.99,2.99,2,fci,address,34.07,32.99,29.56,10.07
027024008,1.17,3.74,3.06,3.06,2,fci,address,34.58,31.38,28.09,9.71
027024009,2.41,3.81,1.28,1.28,2,fci,address,14.45,17.96,28.92,4.18
027024010,2.21,3.38,0.93,0.93,2,fci,address,8.86,34.33,41.76,3.7
027024011,1.68,3.53,0.95,0.95,2,fci,address,9.04,32.66,31.08,2.81
027024012,1.02,3.28,1.04,1.04,2,fci,address,10.43,40.71,36.41,3.8
027024013,1.28,3.55,1.22,1.22,2,fci,address,13.34,50.41,54.11,7.22
027024014,2.59,4.67,2.09,2.09,2,fci,address,26.03,18.45,57.25,14.9
027024015,1.58,4.11,1.98,1.98,2,fci,address,24.68,29.59,44.7,11.03
027024016,0.33,2.91,2.45,2.45,2,fci,address,29.91,34.43,55.71,16.66
027024017,0.67,3.13,1.98,1.98,2,fci,address,24.7,44.16,48.08,11.88
027024018,0.27,2.27,1.22,1.22,2,fci,address,13.47,40.14,36.73,4.95
027024019,0.35,2.92,1.35,1.35,2,fci,address,15.63,37.88,67.78,10.59
027024020,2.64,3.07,1.26,1.26,3,fci,address,14.06,40.97,33.02,4.64
027024021,2.75,2.82,1.48,1.48,3,fci,address,17.74,26.68,35.23,6.25
027024022,2.3,2.32,1.2,1.2,3,fci,address,13.12,36.02,36.73,4.82
027024023,0.69,1.5,1.76,1.5,3,homecare,town,17.96,55.45,65.34,11.74
027024024,2.12,0.96,1.98,0.96,3,homecare,town,9.12,33.8,54.14,4.94
027024025,1.15,1.5,1.11,1.11,3,fci,address,11.6,21.45,21.8,2.53
027024026,1.96,0.26,2.53,0.26,3,homecare,town,0.85,9.65,39.54,0.34
027024027,0.49,1.95,1.08,1.08,2,fci,address,10.95,28.52,41.47,4.54
027024028,0.44,1.83,1.24,1.24,2,fci,address,13.73,36.64,24.98,3.43
027025001,0.53,2.18,0.93,0.93,2,fci,address,8.87,41.59,47.33,4.2
027025002,0.79,2.36,0.63,0.63,2,fci,address,4.49,46.5,60.95,2.74
027025003,1.8,2.04,0.87,0.87,3,fci,address,7.78,46.67,56.98,4.43
027025004,0.52,2.55,0.87,0.87,2,fci,address,7.66,37.09,64.41,4.93
027025005,1.37,2.09,0.53,0.53,3,fci,address,3.33,39.28,50.77,1.69
027025006,1.93,2.28,0.8,0.8,3,fci,address,6.84,51.85,64.97,4.44
027025007,1.18,2.17,0.44,0.44,2,fci,address,2.39,49.41,55.23,1.32
027025008,0.69,2.02,0.85,0.85,2,fci,address,7.5,41.65,51.63,3.87
